image_path,embedding_index
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T113143_0941_patch_8.jpg,871
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T114007_1067_patch_1.jpg,872
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T114040_1080_patch_1.jpg,873
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T114441_1175_patch_11.jpg,874
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T114451_1179_patch_1.jpg,875
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T114829_1265_patch_6.jpg,876
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T114917_1284_patch_12.jpg,877
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115117_1331_patch_6.jpg,878
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115137_1339_patch_13.jpg,879
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115145_1342_patch_3.jpg,880
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115423_1404_patch_9.jpg,881
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115526_1429_patch_2.jpg,882
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115536_1433_patch_12.jpg,883
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115816_1496_patch_11.jpg,884
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115819_1497_patch_2.jpg,885
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115821_1498_patch_12.jpg,886
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115821_1498_patch_6.jpg,887
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115826_1500_patch_6.jpg,888
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T115831_1502_patch_1.jpg,889
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T120558_1568_patch_5.jpg,890
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T120605_1571_patch_10.jpg,891
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T120618_1576_patch_9.jpg,892
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T120626_1579_patch_14.jpg,893
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T120704_1594_patch_11.jpg,894
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T120721_1601_patch_8.jpg,895
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T120936_1654_patch_1.jpg,896
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T121019_1671_patch_0.jpg,897
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T121021_1672_patch_2.jpg,898
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T121251_1731_patch_1.jpg,899
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T121422_1767_patch_0.jpg,900
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T121852_1874_patch_7.jpg,901
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T121855_1875_patch_2.jpg,902
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T122040_1916_patch_9.jpg,903
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T122100_1924_patch_7.jpg,904
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T122105_1926_patch_12.jpg,905
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T122151_1944_patch_1.jpg,906
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T122201_1948_patch_11.jpg,907
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123114_2027_patch_11.jpg,908
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123140_2037_patch_6.jpg,909
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123142_2038_patch_6.jpg,910
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123210_2049_patch_12.jpg,911
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123217_2052_patch_7.jpg,912
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123439_2108_patch_0.jpg,913
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123600_2140_patch_2.jpg,914
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20201030T123739_2179_patch_11.jpg,915
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T091558_0017_patch_7.jpg,916
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T091700_0046_patch_11.jpg,917
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T092553_0268_patch_1.jpg,918
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T092703_0300_patch_4.jpg,919
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T092711_0304_patch_14.jpg,920
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T093602_0389_patch_2.jpg,921
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T093720_0427_patch_11.jpg,922
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T093808_0438_patch_10.jpg,923
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T093834_0451_patch_4.jpg,924
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T093930_0479_patch_14.jpg,925
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T093956_0492_patch_0.jpg,926
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094150_0534_patch_10.jpg,927
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094335_0583_patch_11.jpg,928
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094339_0585_patch_13.jpg,929
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094347_0589_patch_6.jpg,930
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094350_0590_patch_11.jpg,931
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094946_0737_patch_1.jpg,932
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094948_0738_patch_4.jpg,933
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T094948_0738_patch_6.jpg,934
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T095030_0746_patch_13.jpg,935
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T100507_0922_patch_11.jpg,936
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T100509_0923_patch_11.jpg,937
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T100517_0927_patch_2.jpg,938
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T100523_0930_patch_12.jpg,939
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T100952_1037_patch_4.jpg,940
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T101046_1062_patch_7.jpg,941
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T103159_1449_patch_0.jpg,942
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T111122_0054_patch_8.jpg,943
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T111234_0090_patch_13.jpg,944
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T112156_0219_patch_7.jpg,945
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T112236_0236_patch_9.jpg,946
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T112433_0283_patch_1.jpg,947
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T112439_0286_patch_6.jpg,948
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210428T113211_0475_patch_2.jpg,949
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T101645_0005_patch_7.jpg,950
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T101647_0006_patch_12.jpg,951
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T101831_0058_patch_12.jpg,952
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T102540_0235_patch_4.jpg,953
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T102542_0236_patch_9.jpg,954
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T104400_0557_patch_5.jpg,955
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T104406_0560_patch_11.jpg,956
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T104831_0680_patch_0.jpg,957
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T105143_0761_patch_2.jpg,958
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T105145_0762_patch_7.jpg,959
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T105149_0764_patch_12.jpg,960
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T105826_0932_patch_1.jpg,961
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T110820_1015_patch_3.jpg,962
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T110947_1045_patch_13.jpg,963
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T111307_1125_patch_7.jpg,964
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T111319_1131_patch_3.jpg,965
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T111329_1136_patch_8.jpg,966
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T111337_1140_patch_8.jpg,967
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T111339_1141_patch_13.jpg,968
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T113329_1514_patch_10.jpg,969
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T114729_1744_patch_2.jpg,970
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T115027_1816_patch_14.jpg,971
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T115341_1896_patch_7.jpg,972
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T115343_1897_patch_8.jpg,973
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T115550_1947_patch_8.jpg,974
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T115552_1948_patch_8.jpg,975
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T115803_2000_patch_2.jpg,976
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T120754_2136_patch_1.jpg,977
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T121115_2214_patch_2.jpg,978
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T121139_2224_patch_0.jpg,979
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T121409_2281_patch_5.jpg,980
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20210429T121411_2282_patch_10.jpg,981
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T093918_0109_patch_9.jpg,982
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T093956_0124_patch_13.jpg,983
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T094006_0128_patch_3.jpg,984
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T100031_0502_patch_4.jpg,985
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T102853_0892_patch_2.jpg,986
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T104802_1262_patch_3.jpg,987
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T104947_1303_patch_3.jpg,988
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T104952_1305_patch_9.jpg,989
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T105320_1387_patch_9.jpg,990
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T105325_1389_patch_4.jpg,991
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T105809_1501_patch_13.jpg,992
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T105931_1533_patch_12.jpg,993
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T110844_1641_patch_12.jpg,994
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T110929_1659_patch_2.jpg,995
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T111606_1815_patch_7.jpg,996
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T112538_1952_patch_4.jpg,997
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T112552_1957_patch_8.jpg,998
AIMS_Water_Monitoring\Clustering_attempt_2\DJIP4_RGB_AU_TULKI_20220502T112828_2019_patch_6.jpg,999
